Country,Year,Medal
Liechtenstein,1996,No medal
France,2008,No medal
Belarus,2012,No medal
Belarus,2016,No medal
Italy,2004,No medal
Italy,2008,No medal
Italy,2012,No medal
Germany,1992,No medal
Germany,1992,No medal
Italy,1980,Silver
Italy,1984,No medal
Kuwait,1984,No medal
Qatar,1984,No medal
Qatar,1984,No medal
Qatar,1988,No medal
Qatar,1988,No medal
Qatar,1988,No medal
Kuwait,1980,No medal
France,2016,No medal
Kuwait,1992,No medal
Indonesia,2000,No medal
Spain,1980,No medal
Spain,1980,No medal
Spain,1980,No medal
Spain,1980,No medal
Spain,2004,No medal
Kenya,2004,No medal
Kenya,2008,Bronze
Kenya,2008,No medal
Kenya,2012,No medal
United States,1988,No medal
Italy,1984,Gold
Italy,1984,Gold
Italy,1988,No medal
Italy,1988,Silver
Czechoslovakia,1988,No medal
Czechoslovakia,1980,No medal
Czechoslovakia,1980,No medal
Indonesia,1996,No medal
Indonesia,2000,No medal
Italy,2004,Bronze
Italy,2008,No medal
Brazil,2004,No medal
Spain,2000,No medal
Spain,2000,No medal
Spain,2004,No medal
Spain,2004,No medal
Argentina,2004,Gold
Argentina,2008,Gold
Argentina,1988,No medal
Italy,1992,No medal
Lithuania,2012,No medal
Saint Vincent and the Grenadines,1996,No medal
Saint Vincent and the Grenadines,1996,No medal
Antigua and Barbuda,2016,No medal
Lesotho,1996,No medal
Unified Team,1992,Gold
Belarus,1996,No medal
Belarus,2000,No medal
Russia,1996,No medal
Russia,1996,No medal
Russia,2000,No medal
Russia,2000,No medal
Russia,2004,No medal
Botswana,2008,No medal
Egypt,2004,No medal
Ukraine,2004,No medal
Ukraine,1996,No medal
Ukraine,2000,Bronze
Belarus,2008,No medal
Botswana,2016,No medal
Italy,1992,No medal
Italy,1996,No medal
Kenya,2016,No medal
Italy,2016,No medal
Costa Rica,1980,No medal
Lithuania,2000,Bronze
Czech Republic,2000,No medal
Czech Republic,2004,No medal
East Germany,1988,Gold
Barbados,1992,No medal
Barbados,1996,No medal
Barbados,2000,No medal
Barbados,2004,No medal
Barbados,2016,No medal
Nepal,1984,No medal
Lithuania,2000,Bronze
Czech Republic,2012,No medal
Czech Republic,2012,No medal
Czech Republic,2016,No medal
Poland,1996,No medal
Bulgaria,1992,No medal
Bulgaria,1992,No medal
Bulgaria,1992,No medal
Bulgaria,1992,No medal
Bulgaria,1992,No medal
Bulgaria,1992,No medal
Russia,2016,Bronze
Ukraine,2000,No medal
Ukraine,2004,No medal
Ukraine,2008,No medal
Ukraine,2012,No medal
Kyrgyzstan,2016,No medal
Ukraine,2004,No medal
Kazakhstan,2012,No medal
Czech Republic,2012,No medal
Botswana,2000,No medal
American Samoa,1988,No medal
American Samoa,1992,No medal
American Samoa,1996,No medal
American Samoa,1988,No medal
American Samoa,1992,No medal
Italy,2004,No medal
Italy,2008,No medal
Great Britain,1988,No medal
Great Britain,1988,No medal
Great Britain,2008,Silver
Puerto Rico,2012,No medal
Canada,1984,No medal
Great Britain,2000,No medal
Great Britain,2000,No medal
Great Britain,2000,No medal
Great Britain,2000,No medal
Great Britain,2000,No medal
Great Britain,2000,No medal
Guyana,1992,No medal
Canada,1992,No medal
Canada,2008,No medal
Canada,2012,No medal
Canada,2016,No medal
Great Britain,1996,No medal
Great Britain,2000,No medal
Great Britain,2004,No medal
Argentina,1996,No medal
Argentina,2000,Silver
Italy,2008,No medal
Saudi Arabia,1984,No medal
Egypt,2016,No medal
Egypt,2004,No medal
Iran,2008,No medal
Saudi Arabia,2012,No medal
Italy,1988,No medal
Argentina,2000,No medal
Egypt,2008,No medal
Switzerland,2008,No medal
Switzerland,2008,No medal
Sudan,1988,No medal
Sierra Leone,1980,No medal
Sierra Leone,1980,No medal
Sierra Leone,1980,No medal
Spain,1992,No medal
Spain,1996,No medal
Spain,1996,Bronze
Spain,2000,No medal
Algeria,2016,No medal
France,1996,No medal
France,2000,No medal
Italy,1984,No medal
Syria,2000,No medal
Canada,2016,Bronze
Canada,2016,No medal
Italy,2004,Silver
Italy,2008,No medal
Netherlands,1996,No medal
Great Britain,2016,Bronze
United States,1996,Bronze
United States,2012,No medal
United States,2012,No medal
United States,2016,Silver
United States,2016,Bronze
United States,1984,No medal
United States,1984,No medal
United States,1988,No medal
United States,2004,No medal
United States,2008,No medal
United States,2008,No medal
Italy,2004,No medal
Australia,2000,No medal
Australia,2004,No medal
Spain,1992,No medal
Spain,2000,Bronze
Cuba,1980,No medal
Argentina,2016,Gold
Cuba,2016,No medal
Canada,1984,No medal
Canada,1984,No medal
Germany,2016,No medal
Chile,2000,No medal
Chile,2000,No medal
Chile,2004,Gold
Chile,2004,Gold
Chile,2008,No medal
Chile,2008,No medal
France,1984,No medal
Italy,1984,Bronze
Italy,1984,Gold
Italy,1988,Silver
Italy,1988,Silver
Italy,1992,No medal
Italy,1992,Bronze
Brazil,1996,No medal
Brazil,2000,No medal
Brazil,2000,No medal
Romania,2004,No medal
Romania,1992,Silver
Romania,1996,No medal
Romania,2000,No medal
Malawi,2008,No medal
Malawi,2016,No medal
Russia,1996,Gold
Russia,1996,Gold
Russia,2000,No medal
Denmark,1992,No medal
Lithuania,2016,No medal
Canada,2012,Silver
Canada,2016,No medal
Italy,1980,No medal
Italy,1980,No medal
Italy,2000,Bronze
Italy,2004,Silver
Italy,2008,No medal
Italy,2012,Bronze
Italy,1988,No medal
Argentina,2016,No medal
Russia,2000,No medal
Soviet Union,1980,No medal
Russia,2012,No medal
Japan,2000,Silver
Pakistan,1996,No medal
Pakistan,2000,No medal
Japan,1984,No medal
Japan,2000,No medal
Japan,2004,No medal
Japan-1,2008,No medal
Japan,2016,No medal
Japan,2016,No medal
Thailand,2016,No medal
South Africa,2016,No medal
Italy,1980,No medal
Italy,1980,No medal
Italy,1984,No medal
Italy,1984,No medal
Italy,1988,No medal
Italy,1988,No medal
Italy,1988,No medal
Australia,1988,No medal
Australia,1992,No medal
Zimbabwe,1996,No medal
Zimbabwe,1996,No medal
Kazakhstan,2004,No medal
Poland,2008,No medal
Poland,2012,No medal
Spain,2012,No medal
Spain,2016,No medal
Albania,1996,No medal
Albania,1996,No medal
Albania,2000,No medal
Albania,2000,No medal
Ecuador,1988,No medal
Aruba,2012,No medal
Aruba,2016,No medal
Spain,2012,No medal
Argentina,2012,No medal
Costa Rica,1996,No medal
Fiji,2016,Gold
United States,1996,No medal
Liberia,2016,No medal
Liberia,2016,No medal
Zimbabwe,1992,No medal
Equatorial Guinea,1992,No medal
Cameroon,1992,No medal
France,2012,No medal
France,2016,No medal
France,2004,No medal
Costa Rica,2004,No medal
Zimbabwe,1988,No medal
Zimbabwe,1992,No medal
Slovakia,2004,No medal
United Arab Emirates,2012,No medal
Estonia,2012,No medal
Estonia,2016,No medal
Hungary,1980,No medal
Mozambique,1980,No medal
Mozambique,1980,No medal
Hungary,2000,No medal
Hungary,2004,No medal
Hungary,2008,No medal
Austria,2008,No medal
Austria,2008,No medal
Austria,2012,No medal
Soviet Union,1980,Gold
Kenya,2008,Bronze
Romania,1996,No medal
Romania,1996,No medal
Bulgaria,1988,No medal
Hungary,1996,Bronze
Romania,1980,No medal
Romania,1988,No medal
Romania,1988,No medal
Austria,1992,No medal
Romania,1984,Silver
Romania,1984,No medal
Romania,1980,No medal
Romania,1988,No medal
Romania,1992,No medal
Romania,2012,No medal
Czech Republic,1996,No medal
Spain,2000,No medal
Spain,2004,No medal
Peru,2008,No medal
Czech Republic,2016,No medal
Poland,1980,No medal
Puerto Rico,1992,No medal
Dominican Republic,2016,No medal
Yemen,2016,No medal
Italy,1984,No medal
Italy,1984,No medal
Ukraine,1996,No medal
Zambia,1988,No medal
Zambia,1988,No medal
Zambia,1992,No medal
Zambia,1996,Silver
Zambia,2000,No medal
Poland,2000,No medal
Poland,2004,No medal
Poland,2008,No medal
Poland,2008,No medal
Poland,2012,No medal
Poland,2016,No medal
Ukraine,2004,Silver
Slovenia,2004,No medal
Slovenia-2,2004,No medal
Kenya,2008,No medal
South Africa,2000,No medal
Canada,2008,No medal
Canada,2012,Bronze
Canada,2016,Bronze
Australia,2008,Bronze
Great Britain,1980,No medal
Namibia,2012,No medal
France,1984,No medal
Australia,2016,No medal
Australia,2016,No medal
United States,2012,Gold
United States,2016,Gold
Luxembourg,2016,No medal
Nigeria,2000,No medal
Denmark,1984,No medal
Denmark,1988,Bronze
Lesotho,1988,No medal
Iceland,1984,No medal
Iceland,1988,No medal
Puerto Rico,1984,No medal
Puerto Rico,1984,No medal
Puerto Rico,1984,No medal
Bahamas,2008,No medal
Bahamas,2008,Silver
Bahamas,2012,No medal
Bahamas,2012,Gold
Bahamas,2016,Bronze
France,2008,No medal
Austria,2016,No medal
Australia,2004,No medal
Tunisia,2012,No medal
Tunisia,2016,No medal
Tunisia,2016,No medal
Tunisia,2016,No medal
South Africa,2016,No medal
Swaziland,1996,No medal
Belgium,1992,No medal
Belgium,1992,Bronze
Angola,2016,No medal
Portugal,1992,No medal
Angola,2004,No medal
Angola,2008,No medal
Portugal,1992,No medal
Portugal,1996,No medal
Croatia,2016,No medal
Serbia and Montenegro,2004,No medal
Serbia and Montenegro,2000,No medal
Germany,2004,Bronze
Yugoslavia,1980,No medal
Kenya,1992,No medal
Latvia,2000,No medal
Latvia,2004,No medal
Latvia,2008,No medal
Russia,2012,No medal
Soviet Union,1980,Silver
Thailand,2016,No medal
Yugoslavia,1980,No medal
Australia,2004,Silver
Poland,2012,No medal
Poland,2016,No medal
Poland,2004,No medal
Poland,2008,No medal
Poland,2012,No medal
Poland,2012,No medal
Poland,2016,No medal
Botswana,1984,No medal
Botswana,1988,No medal
South Africa,2012,No medal
South Africa,2016,No medal
Uzbekistan,2016,No medal
South Africa,2000,No medal
Mozambique,2004,No medal
Cuba,2000,Gold
Cuba,2004,No medal
Cuba,2008,No medal
Brazil,2012,No medal
Croatia,2016,No medal
Croatia,1996,Gold
Croatia,2004,Gold
Belarus,2012,No medal
Spain,2000,No medal
Congo (Brazzaville),1980,No medal
Bulgaria,1980,No medal
Bulgaria,1980,No medal
Bulgaria,1988,No medal
Bulgaria,1988,No medal
Bulgaria,1992,Silver
Bulgaria,1996,No medal
Bulgaria,1996,No medal
Bulgaria,2000,No medal
Bulgaria,2000,No medal
Hungary,1980,No medal
Poland,1980,No medal
Poland,1980,No medal
Poland,1980,No medal
Poland,1980,No medal
Poland,1980,No medal
Poland,1980,No medal
Italy,1992,No medal
Iraq,2000,No medal
Ukraine,2004,No medal
Greece,2004,No medal
Greece,2004,No medal
Greece,2008,No medal
South Africa,2000,No medal
Swaziland,2012,No medal
Swaziland,2016,No medal
Botswana,1996,No medal
Botswana,2000,No medal
Russia,1996,No medal
Russia,2000,No medal
Japan,1988,No medal
Japan,2012,No medal
Japan,2016,No medal
Japan,1996,No medal
Japan,1992,No medal
Japan-2,2000,No medal
Japan,1996,No medal
Japan,2000,No medal
Japan,2004,No medal
Japan,2004,No medal
Japan,2004,No medal
Japan,2004,No medal
Japan,2008,No medal
Japan,2008,No medal
Japan,2008,Bronze
Japan,2012,No medal
Japan,2012,Bronze
Japan,2012,Silver
Japan,2016,Bronze
Japan,2008,No medal
Japan,2008,No medal
Japan,2012,No medal
Japan,2012,No medal
Japan,2016,No medal
Japan,2016,No medal
Japan,1992,No medal
Japan,1992,No medal
Japan,2004,No medal
Japan,1984,No medal
Japan,1988,No medal
Japan,1992,No medal
Japan,1984,No medal
Ukraine,2016,No medal
Japan,2008,No medal
Japan,2008,No medal
Brazil,2016,No medal
Japan,2008,No medal
Japan,2012,Gold
Japan,2016,Bronze
Japan,2016,No medal
Japan,1996,No medal
Japan,2000,Silver
Japan,2012,Bronze
United States,2008,No medal
Japan,2004,No medal
Japan,2008,No medal
Japan,2012,No medal
Japan,2012,No medal
Japan,2012,No medal
Japan,2016,No medal
Japan,2016,No medal
Japan,2008,No medal
Japan-1,1992,No medal
Japan,2008,No medal
Japan,2016,No medal
Japan,1992,No medal
Japan,1992,Bronze
Japan,1992,No medal
Japan,1992,No medal
Japan,1992,Bronze
Japan,1992,No medal
Japan,1992,No medal
Japan,1992,No medal
Japan,2000,No medal
Japan,2008,No medal
Japan,2008,Silver
Japan,1996,Silver
Japan,2000,No medal
Japan,1988,No medal
Japan-2,1992,No medal
Japan,1984,No medal
Japan,1984,No medal
Japan,1988,No medal
Japan,1988,No medal
Brazil,2008,No medal
Japan-3,1992,No medal
Japan-2,1996,No medal
Japan,1988,No medal
Japan,1988,No medal
Japan,1992,No medal
Japan,1996,No medal
Japan,1984,Gold
Japan,1988,No medal
Japan,2012,No medal
Japan,1992,No medal
Japan-1,1992,No medal
Japan,1996,No medal
Japan-2,1996,No medal
Japan,2000,No medal
Japan-1,2000,No medal
Japan,2004,No medal
Japan,2012,No medal
Japan,2012,No medal
Japan,2004,No medal
Japan,2004,No medal
Japan,1984,No medal
Japan,1988,No medal
Japan,1988,No medal
Japan,1996,No medal
Japan,2000,No medal
Japan,2000,No medal
Japan,2016,No medal
Japan,1996,No medal
Japan,1996,No medal
Japan,2016,Gold
Japan-2,1992,No medal
Japan,2000,No medal
Japan,2004,Bronze
Liechtenstein,1988,No medal
Liechtenstein,1988,No medal
Liechtenstein,1992,No medal
Liechtenstein,1992,No medal
Belgium,2000,No medal
Brazil,1988,No medal
Brazil,1988,No medal
Brazil,1992,No medal
Brazil,1992,No medal
Italy,1996,No medal
United States-2,2016,Gold
United States-2,2016,No medal
France,2012,No medal
Switzerland,2000,No medal
United States,2004,No medal
United States,2004,No medal
United States,2000,No medal
East Germany,1988,No medal
Belgium,1988,No medal
Great Britain,2016,No medal
Ireland,1996,No medal
Ireland,2000,No medal
New Zealand,2016,No medal
Canada,2008,No medal
Australia,1996,No medal
Australia,1980,No medal
Jamaica,2016,Silver
Saint Vincent and the Grenadines,2000,No medal
Sudan,2004,No medal
Canada,1992,No medal
British Virgin Islands,2008,No medal
Netherlands,1996,Silver
Netherlands,2000,Silver
Netherlands,2004,No medal
Belgium,2008,No medal
Belgium,2008,No medal
Switzerland,1992,No medal
Switzerland,1996,No medal
Switzerland,1992,No medal
Switzerland,1996,No medal
Great Britain,2008,No medal
Finland,1984,No medal
Finland,1984,No medal
Italy,1984,No medal
Italy,1988,No medal
Brazil,1980,No medal
Brazil,1980,No medal
Brazil,1980,Bronze
Brazil,1980,No medal
Brazil,1980,No medal
France,1988,No medal
France,1988,No medal
France,1988,No medal
France,1988,No medal
France,1988,No medal
France,1988,No medal
France,1988,No medal
France,1988,No medal
Sweden,2016,No medal
Sweden,2004,No medal
Finland,2012,No medal
Finland,2016,No medal
Finland,2016,No medal
Sweden,2008,No medal
Sweden,2012,No medal
Sweden,2016,Bronze
Sweden,2004,No medal
Sweden,2008,No medal
Sweden,2008,No medal
Sweden,2008,No medal
Sweden,2012,No medal
Sweden,2016,No medal
Sweden,2016,No medal
Germany,2012,No medal
Tanzania,1988,No medal
Tanzania,1992,No medal
Tanzania,1996,No medal
Israel,1996,No medal
Israel,2000,No medal
Soviet Union,1988,No medal
Poland,2004,No medal
Mozambique,2000,No medal
Slovakia,1996,No medal
Slovakia,2000,No medal
Poland,1980,No medal
Spain,1988,No medal
Spain,1992,No medal
Spain,1996,No medal
Spain,1996,No medal
Kazakhstan,2000,No medal
Kazakhstan,2000,No medal
Soviet Union,1988,No medal
Russia,1996,Bronze
Russia,2000,No medal
Russia,2004,No medal
Kazakhstan,2008,No medal
Soviet Union,1988,No medal
Unified Team,1992,No medal
Ukraine,1996,No medal
Ukraine,2000,No medal
Ukraine,2000,No medal
Ukraine,2000,Silver
Ukraine,2004,No medal
Ukraine,2016,No medal
Ukraine,2008,No medal
Ukraine,1996,Gold
Ukraine,2000,No medal
Ukraine,2004,No medal
Kazakhstan,1996,No medal
Kazakhstan,2000,No medal
Hungary,1996,Bronze
South Africa,2000,No medal
Poland,2004,No medal
Poland,2008,No medal
Czech Republic,2004,No medal
Germany-2,2012,No medal
Russia,1996,No medal
Russia,2000,No medal
Soviet Union,1980,No medal
East Germany,1980,Bronze
United States,1992,No medal
United States,1992,No medal
United States,1996,No medal
United States,1996,Silver
Slovenia,2000,No medal
Slovenia,2004,No medal
Slovenia,2008,No medal
Nigeria,1988,No medal
West Germany,1984,No medal
Poland,1992,No medal
Poland,1992,No medal
Poland,1996,Gold
Poland,1996,Bronze
Poland,2000,No medal
Poland,2000,Gold
Poland,2004,No medal
Poland,2004,No medal
South Africa,1992,No medal
Canada,1996,Silver
Myanmar,2000,No medal
France,2008,No medal
Italy,2016,No medal
Germany,2008,No medal
Germany,2012,No medal
Mexico,2000,No medal
Mexico,2000,No medal
Switzerland,2000,No medal
Switzerland,1980,No medal
Mexico,1992,No medal
Mexico,1992,No medal
Switzerland,1984,No medal
France,2000,No medal
France,2000,No medal
France,2004,Silver
France-2,2004,No medal
Costa Rica,1988,No medal
Costa Rica,1988,No medal
Costa Rica,1988,No medal
Costa Rica,1988,No medal
Spain,1996,No medal
France,1996,No medal
Mauritius,1992,No medal
Canada,1996,No medal
Brazil,1988,No medal
Brazil,1992,Gold
Brazil,1996,No medal
Brazil,2000,No medal
Brazil,2004,Gold
Angola,2012,No medal
Chile,1992,No medal
Brazil,2008,Silver
Brazil,2012,No medal
South Africa,2000,No medal
Austria,1992,No medal
Italy,1988,No medal
Italy,1988,No medal
Italy,1992,No medal
Brazil,1988,No medal
Brazil,1992,No medal
France,2004,No medal
Congo (Kinshasa),1992,No medal
Yugoslavia,1984,No medal
Yugoslavia,1984,No medal
Germany,2012,No medal
Germany,2016,Bronze
Canada,2000,No medal
Slovenia,2000,No medal
Slovenia,2000,No medal
Slovenia,2000,No medal
Slovenia,2000,No medal
Slovenia,2000,No medal
Greece,2008,No medal
Bulgaria,2012,No medal
Bulgaria,2016,No medal
Greece,2004,No medal
Greece,2012,No medal
Greece,1984,No medal
Greece,1988,No medal
Greece,1992,No medal
Greece,1996,No medal
Greece,2000,No medal
Yugoslavia,1988,No medal
Croatia,1992,No medal
Great Britain,1992,No medal
Liberia,1996,No medal
Liberia,2000,No medal
Botswana,1988,No medal
Botswana,1988,No medal
Ireland,1996,No medal
Ireland,1996,No medal
Ireland,2000,No medal
Ireland,2000,No medal
Indonesia,1988,No medal
Germany,2016,Silver
Austria,1980,Gold
Austria,1984,No medal
Austria,1984,No medal
Austria,1992,No medal
Austria,2004,No medal
Austria,2004,No medal
Austria,2008,No medal
Austria,2012,No medal
Austria,2016,No medal
Great Britain,1988,No medal
United States,1988,No medal
Romania,1996,No medal
Denmark,2016,No medal
Canada,1996,No medal
Australia,1988,No medal
Australia,1996,No medal
Barbados,2012,No medal
Ireland,1996,No medal
Ireland,2000,No medal
South Africa,2012,No medal
United States,1988,No medal
United States,1992,Bronze
Brazil,2012,No medal
Brazil,2016,No medal
Great Britain,2000,No medal
West Germany,1984,No medal
Ireland,1984,No medal
Great Britain,1988,No medal
Great Britain,1992,No medal
Italy,1996,Silver
Italy,2000,Silver
Italy,2004,No medal
East Germany,1980,No medal
Great Britain,1992,No medal
Great Britain,1992,No medal
Great Britain,1992,No medal
Great Britain,1992,No medal
Great Britain,1992,No medal
Great Britain,1992,No medal
Great Britain,1992,No medal
Great Britain,1992,No medal
Luxembourg,2004,No medal
Luxembourg,2008,No medal
Brazil,1992,No medal
Brazil,1996,No medal
Brazil,2004,No medal
Great Britain,1988,No medal
Great Britain,1992,No medal
Germany,1992,Gold
United States-1,2000,No medal
United States-1,2004,Gold
United States-1,2008,Gold
United States-1,2012,Gold
Cuba,2000,No medal
Cuba,2004,No medal
Brazil,1992,No medal
Cuba,2000,No medal
Uganda,2004,No medal
Sweden,1988,No medal
